time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
04:49.9,5.0254,0.0132,0.0665,3.046,2.666,,,5.0254,0.0132,0.0665,2.511,2.664,,
04:49.0,5.0254,0.0132,0.0664,0.021,0.009,,,5.0253,0.0132,0.0664,0.69,0.005,,
04:50.1,5.0254,0.0132,0.0665,3.057,0.518,0.0167,27.3,5.025,0.0132,0.0666,3.043,0.003,,
04:50.2,5.0254,0.0132,0.0665,3.036,0.009,,,5.0253,0.0133,0.0667,2.184,0.642,0.0179,27.8
04:50.3,5.0252,0.0132,0.0664,3.056,0.528,,,5.0254,0.0132,0.0664,2.983,0.007,,
04:50.4,5.0254,0.0132,0.0665,3.027,0.012,,,5.0254,0.0132,0.0665,3.054,0.016,,
04:50.5,5.0254,0.0132,0.0665,1.514,0.006,,,5.0254,0.0132,0.0664,3.035,0.005,,
04:50.6,5.0254,0.0132,0.0664,2.86,1.753,,,5.0254,0.0132,0.0665,3.071,0.19,,
04:50.7,5.0253,0.0132,0.0664,3.042,0.39,,,5.0254,0.0132,0.0665,3.035,0.611,,
04:50.8,5.0254,0.0132,0.0664,1.261,0.008,,,5.0254,0.0133,0.0666,3.042,0.016,,
04:50.9,5.0254,0.0132,0.0666,2.727,0.015,,,5.0254,0.0133,0.0667,3.039,0.003,,
04:50.0,5.0254,0.0132,0.0665,3.051,0.182,,,5.0254,0.0133,0.0667,1.714,0.246,,
04:51.1,5.0254,0.0132,0.0666,3.048,0.044,0.0167,27.5,5.0254,0.0133,0.0667,3.01,0.006,,
04:51.2,5.0254,0.0132,0.0665,3.072,2.921,,,5.0254,0.0133,0.0667,3.084,0.011,0.0179,27.7
04:51.3,5.0254,0.0132,0.0664,2.47,0.021,,,5.0254,0.0132,0.0666,2.565,0.005,,
04:51.4,5.0254,0.0132,0.0665,3.056,0.009,,,5.0254,0.0132,0.0665,3.064,0.02,,
04:51.5,5.0253,0.0132,0.0665,3.04,0.851,,,5.0254,0.0132,0.0665,3.038,0.633,,
04:51.6,5.0253,0.0132,0.0664,2.665,0.009,,,5.0254,0.0132,0.0664,3.043,2.648,,
04:51.7,5.0254,0.0132,0.0664,3.216,0.273,,,5.0254,0.0132,0.0664,3.033,0.008,,
04:51.8,5.0254,0.0132,0.0664,3.054,1.332,,,5.0254,0.0132,0.0665,3.04,0.495,,
04:51.9,5.0254,0.0132,0.0665,3.024,0.004,,,5.0254,0.0132,0.0664,3.237,0.076,,
04:51.0,5.0254,0.0132,0.0666,3.065,0.008,,,5.0254,0.0132,0.0664,3.045,0.021,,
04:52.1,5.0254,0.0132,0.0665,3.038,0.006,0.0167,27.5,5.0254,0.0132,0.0664,2.569,0.005,,
04:52.2,5.0254,0.0132,0.0664,3.046,0.008,,,5.0254,0.0132,0.0664,3.069,0.034,0.018,28
04:52.3,5.0254,0.0132,0.0664,3.045,0.029,,,5.0254,0.0132,0.0664,3.037,0.181,,
04:52.4,5.0254,0.0132,0.0665,3.046,0.013,,,5.0254,0.0132,0.0664,3.033,0.011,,
04:52.5,5.0254,0.0133,0.0666,3.047,0.304,,,5.0254,0.0132,0.0665,3.044,0.011,,
04:52.6,5.0254,0.0132,0.0666,3.046,0.012,,,5.0254,0.0132,0.0665,3.105,0.014,,
04:52.7,5.0254,0.0132,0.0665,3.032,0.033,,,5.0254,0.0132,0.0664,3.055,0.016,,
04:52.8,5.0254,0.0132,0.0665,3.032,0.009,,,5.0254,0.0132,0.0665,3.047,0.009,,
04:52.9,5.0254,0.0132,0.0665,0.436,0.643,,,5.0254,0.0132,0.0665,3.055,0.024,,
04:52.0,5.0254,0.0132,0.0664,2.612,0.01,,,5.0254,0.0133,0.0666,3.027,0.003,,
04:53.1,5.0254,0.0132,0.0665,3.034,0.005,0.0168,27.2,5.0254,0.0133,0.0666,3.036,0.044,,
04:53.2,5.0254,0.0132,0.0664,3.039,0.012,,,5.0254,0.0132,0.0666,3.049,0.018,0.018,28.1
04:53.3,5.0254,0.0133,0.0666,3.116,0.014,,,5.0254,0.0132,0.0664,0.607,2.396,,
04:53.4,5.0254,0.0133,0.0666,3.045,0.433,,,5.0253,0.0132,0.0664,3.029,0.006,,
04:53.5,5.0254,0.0133,0.0666,3.039,0.021,,,5.0254,0.0132,0.0664,3.034,0.613,,
04:53.6,5.0254,0.0132,0.0666,3.025,2.655,,,5.0254,0.0132,0.0665,1.284,0.019,,
04:53.7,5.0254,0.0132,0.0665,0.744,0.006,,,5.0252,0.0132,0.0664,2.48,0.005,,
04:53.8,5.0254,0.0132,0.0664,2.922,0.007,,,5.0252,0.0132,0.0665,3.027,0.012,,
04:53.9,5.0254,0.0132,0.0665,3.022,0.549,,,5.0254,0.0132,0.0664,3.032,0.045,,
04:53.0,5.0254,0.0132,0.0665,3.043,0.006,,,5.0254,0.0132,0.0665,3.048,0.032,,
04:54.1,5.0253,0.0132,0.0664,3.04,0.173,0.0168,27.3,5.0254,0.0132,0.0665,3.066,0.012,,
04:54.2,5.0251,0.0132,0.0664,3.055,0.933,,,5.0255,0.0132,0.0665,3.154,1.23,0.018,27.6
04:54.3,5.0252,0.0132,0.0664,3.041,0.002,,,5.0254,0.0132,0.0665,2.499,1.08,,
04:54.4,5.0254,0.0132,0.0664,3.064,1.957,,,5.0254,0.0132,0.0664,3.237,0.009,,
04:54.5,5.0254,0.0132,0.0665,1.212,0.014,,,5.0254,0.0132,0.0664,2.668,0.008,,
04:54.6,5.0253,0.0133,0.0666,3.052,0.006,,,5.0254,0.0132,0.0664,3.045,0.019,,
04:54.7,5.0254,0.0132,0.0666,3.039,0.009,,,5.0254,0.0132,0.0665,3.038,0.026,,
04:54.8,5.0254,0.0132,0.0665,3.043,0.011,,,5.0254,0.0132,0.0665,3.045,0.002,,
04:54.9,5.0254,0.0132,0.0664,3.021,3.297,,,5.0254,0.0132,0.0665,3.043,0.012,,
04:54.0,5.0254,0.0132,0.0665,2.691,0.252,,,5.0253,0.0132,0.0664,3.238,0.007,,
04:55.1,5.0253,0.0132,0.0664,3.267,0.007,0.0168,27.5,5.0254,0.0132,0.0664,1.098,2.202,,
04:55.2,5.0254,0.0132,0.0664,3.044,0.115,,,5.0254,0.0132,0.0665,0.172,0.016,0.018,27.7
04:55.3,5.0254,0.0132,0.0665,3.068,0.008,,,5.0254,0.0132,0.0665,2.973,0.005,,
04:55.4,5.0253,0.0132,0.0664,3.092,0.007,,,5.0254,0.0132,0.0665,3.257,2.536,,
04:55.5,5.0254,0.0132,0.0664,3.077,2.313,,,5.0254,0.0132,0.0664,3.042,0.009,,
04:55.6,5.0254,0.0132,0.0665,3.07,2.557,,,5.0254,0.0132,0.0665,3.055,0.01,,
04:55.7,5.0254,0.0132,0.0665,3.031,0.004,,,5.0254,0.0132,0.0665,3.032,0.005,,
04:55.8,5.0254,0.0132,0.0665,1.757,0.013,,,5.0254,0.0132,0.0665,3.045,0.14,,
04:55.9,5.0254,0.0132,0.0665,3.044,0.012,,,5.0254,0.0132,0.0665,3.023,0.037,,
04:55.0,5.0254,0.0132,0.0664,3.042,0.131,,,5.0254,0.0132,0.0666,3.026,0.003,,
04:56.1,5.0254,0.0132,0.0665,3.049,0.004,0.0168,28.1,5.0254,0.0133,0.0667,3.043,0.006,,
04:56.2,5.0254,0.0132,0.0664,3.094,0.009,,,5.0254,0.0132,0.0666,3.024,0.007,0.018,28.3
04:56.3,5.0254,0.0132,0.0664,3.029,0.007,,,5.0254,0.0132,0.0665,3.035,0.009,,
04:56.4,5.0254,0.0132,0.0664,3.044,0.035,,,5.0254,0.0132,0.0664,0.141,0.005,,
04:56.5,5.0254,0.0132,0.0664,0.858,0.012,,,5.0254,0.0132,0.0665,3.052,0.012,,
04:56.6,5.0254,0.0132,0.0664,3.085,0.088,,,5.0254,0.0132,0.0665,3.05,0.659,,
04:56.7,5.0254,0.0132,0.0664,3.041,0.008,,,5.0254,0.0133,0.0667,3.027,0.019,,
04:56.8,5.0254,0.0132,0.0664,3.048,0.006,,,5.0254,0.0133,0.0666,3.027,0.011,,
04:56.9,5.0254,0.0133,0.0666,3.029,0.009,,,5.0253,0.0132,0.0664,3.043,0.005,,
04:56.0,5.0254,0.0133,0.0666,2.44,3.089,,,5.0254,0.0132,0.0665,3.022,2.658,,
04:57.1,5.0254,0.0132,0.0665,3.045,0.009,0.0168,27.4,5.0254,0.0132,0.0664,3.043,0.021,,
04:57.2,5.0254,0.0133,0.0666,3.037,0.018,,,5.0254,0.0132,0.0664,2.452,0.004,0.0181,27.3
04:57.3,5.0254,0.0133,0.0667,3.044,0.006,,,5.0253,0.0132,0.0665,3.039,0.009,,
04:57.4,5.0254,0.0132,0.0665,3.043,0.151,,,5.0254,0.0132,0.0666,3.051,0.14,,
04:57.5,5.0254,0.0132,0.0664,3.039,0.008,,,5.0254,0.0132,0.0664,0.615,1.057,,
04:57.6,5.0254,0.0132,0.0664,1.641,0.007,,,5.0254,0.0132,0.0664,3.034,0.011,,
04:57.7,5.0254,0.0132,0.0665,3.039,0.007,,,5.0254,0.0132,0.0664,2.992,0.008,,
04:57.8,5.0254,0.0132,0.0665,2.446,1.212,,,5.0254,0.0132,0.0665,3.02,2.657,,
04:57.9,5.0254,0.0132,0.0665,3.057,0.007,,,5.0254,0.0132,0.0665,3.077,0.022,,
04:57.0,5.0253,0.0132,0.0665,3.045,0.019,,,5.0254,0.0132,0.0665,2.463,0.004,,
04:58.1,5.0254,0.0132,0.0664,3.037,0.006,0.0169,27.2,5.0254,0.0132,0.0665,3.039,0.005,,
04:58.2,5.0254,0.0132,0.0664,3.045,0.006,,,5.0254,0.0132,0.0665,3.046,0.008,0.0181,27.9
04:58.3,5.0254,0.0132,0.0664,0.016,1.075,,,5.0254,0.0132,0.0665,3.041,0.132,,
04:58.4,5.0254,0.0132,0.0665,0.459,0.026,,,5.0254,0.0132,0.0665,0.612,0.359,,
04:58.5,5.0254,0.0132,0.0664,3.048,0.007,,,5.0254,0.0132,0.0665,3.059,0.011,,
04:58.6,5.0254,0.0132,0.0664,3.065,0.927,,,5.0254,0.0132,0.0665,3.081,0.005,,
04:58.7,5.0254,0.0132,0.0665,0.366,0.011,,,5.0254,0.0132,0.0665,3.054,2.609,,
04:58.8,5.0254,0.0132,0.0664,3.081,0.016,,,5.0252,0.0132,0.0665,3.035,0.045,,
04:58.9,5.0252,0.0132,0.0664,3.041,0.011,,,5.0253,0.0132,0.0664,3.239,0.007,,
04:58.0,5.025,0.0132,0.0664,3.034,0.007,,,5.025,0.0132,0.0664,3.052,0.01,,
04:59.1,5.025,0.0132,0.0664,3.12,0.04,0.0169,28.5,5.0253,0.0132,0.0665,3.042,0.108,,
04:59.2,5.0248,0.0132,0.0664,2.841,0.021,,,5.0254,0.0132,0.0664,0.61,0.109,0.0181,27.8
04:59.3,5.0248,0.0132,0.0665,3.037,0.005,,,5.0254,0.0132,0.0664,3.036,0.011,,
04:59.4,5.0249,0.0132,0.0664,3.04,0.008,,,5.0254,0.0132,0.0664,3.075,0.005,,
04:59.5,5.0249,0.0132,0.0665,3.035,0.012,,,5.0254,0.0132,0.0665,3.027,0.64,,
04:59.6,5.025,0.0133,0.0666,3.042,0.018,,,5.0254,0.0132,0.0665,3.039,0.009,,
04:59.7,5.0251,0.0132,0.0664,1.128,0.986,,,5.0254,0.0132,0.0664,3.083,0.007,,
04:59.8,5.0253,0.0132,0.0664,3.065,0.006,,,5.0254,0.0132,0.0664,3.05,0.009,,
04:59.9,5.0254,0.0132,0.0664,3.04,0.011,,,5.0254,0.0132,0.0665,3.039,0.047,,
04:59.0,5.0254,0.0132,0.0664,2.434,0.008,,,5.0254,0.0132,0.0665,3.044,0.644,,
05:00.1,5.0254,0.0132,0.0664,3.069,0.008,0.0169,27.8,5.0253,0.0132,0.0665,2.974,0.019,,
05:00.2,5.0254,0.0132,0.0665,3.009,0.011,,,5.0254,0.0132,0.0665,3.082,0.005,0.0181,28.1
05:00.3,5.0253,0.0132,0.0664,3.044,0.004,,,5.0253,0.0132,0.0664,3.15,0.005,,
05:00.4,5.0254,0.0132,0.0665,3.047,0.013,,,5.0254,0.0132,0.0665,3.042,0.074,,
05:00.5,5.0252,0.0132,0.0664,3.012,0.011,,,5.0254,0.0132,0.0664,3.087,0.007,,
05:00.6,5.0254,0.0132,0.0665,3.062,0.032,,,5.0254,0.0132,0.0664,1.241,0.015,,
05:00.7,5.0254,0.0132,0.0664,3.056,0.013,,,5.0254,0.0132,0.0664,3.04,0.029,,
05:00.8,5.0254,0.0132,0.0665,3.043,0.465,,,5.0254,0.0133,0.0667,0.611,2.145,,
05:00.9,5.0254,0.0133,0.0666,3.018,0.024,,,5.0254,0.0133,0.0666,3.059,0.035,,
05:00.0,5.0254,0.0133,0.0667,3.033,0.013,,,5.0253,0.0132,0.0665,3.261,0.014,,
05:01.1,5.0254,0.0132,0.0665,3.037,2.008,0.0169,27.5,5.0251,0.0133,0.0666,3.034,0.004,,
05:01.2,5.0254,0.0132,0.0665,3.049,0.011,,,5.0253,0.0132,0.0666,3.05,1.916,0.0181,27.3
05:01.3,5.0254,0.0132,0.0665,3.045,0.013,,,5.0254,0.0133,0.0667,3.025,0.007,,
05:01.4,5.0254,0.0132,0.0665,3.047,0.008,,,5.0253,0.0133,0.0667,3.06,0.01,,
05:01.5,5.0253,0.0132,0.0664,3.053,0.01,,,5.0254,0.0132,0.0665,3.059,2.568,,
05:01.6,5.0253,0.0132,0.0664,3.045,0.012,,,5.0254,0.0132,0.0665,3.039,0.14,,
05:01.7,5.0254,0.0132,0.0664,3.055,0.008,,,5.0254,0.0133,0.0666,3.027,0.007,,
05:01.8,5.0254,0.0132,0.0664,3.015,0.008,,,5.0254,0.0132,0.0666,3.077,0.006,,
05:01.9,5.0254,0.0132,0.0665,3.061,0.008,,,5.0254,0.0133,0.0666,3.026,0.008,,
05:02.0,5.0254,0.0132,0.0665,3.067,0.008,0.0169,28.2,5.0254,0.0132,0.0665,3.02,0.005,,
05:02.1,5.0254,0.0132,0.0664,3.046,0.014,,,5.0254,0.0133,0.0666,2.84,0.007,,
05:02.2,5.0254,0.0132,0.0665,0.021,0.008,,,5.0254,0.0133,0.0667,3.056,0.096,0.0181,27.7
05:02.3,5.0254,0.0132,0.0664,3.037,0.011,,,5.0254,0.0133,0.0667,3.038,0.01,,
05:02.4,5.0254,0.0132,0.0664,3.06,0.007,,,5.0254,0.0133,0.0668,3.054,2.327,,
05:02.5,5.0254,0.0132,0.0664,2.612,0.012,,,5.0254,0.0133,0.0667,2.121,0.271,,
05:02.6,5.0254,0.0132,0.0665,3.021,0.013,,,5.0254,0.0132,0.0666,3.071,0.006,,
05:02.7,5.0254,0.0132,0.0664,0.801,0.006,,,5.0254,0.0132,0.0665,3.033,0.004,,
05:02.8,5.0254,0.0132,0.0665,3.103,0.921,,,5.0254,0.0132,0.0666,3.051,0.003,,
05:02.9,5.0253,0.0132,0.0664,3.035,0.004,,,5.0254,0.0132,0.0665,3.049,0.661,,
05:03.0,5.0253,0.0132,0.0665,3.041,0.035,0.0169,28.4,5.0254,0.0132,0.0665,3.052,0.011,,
05:03.1,5.0254,0.0133,0.0666,3.059,0.009,,,5.0254,0.0132,0.0664,3.039,0.006,,
05:03.2,5.0254,0.0132,0.0664,3.038,0.011,,,5.0254,0.0132,0.0664,3.071,1.162,0.0182,27.7
05:03.3,5.0253,0.0132,0.0664,2.961,0.006,,,5.0254,0.0132,0.0664,3.052,0.201,,
05:03.4,5.0251,0.0132,0.0664,2.873,0.004,,,5.0254,0.0132,0.0664,3.091,0.006,,
05:03.5,5.0251,0.0132,0.0664,1.718,0.01,,,5.0254,0.0132,0.0665,3.019,0.003,,
05:03.6,5.0252,0.0132,0.0664,3.102,1.053,,,5.0254,0.0132,0.0665,3.044,0.003,,
05:03.7,5.0252,0.0132,0.0664,3.03,0.004,,,5.0253,0.0132,0.0664,2.461,0.008,,
05:03.8,5.0254,0.0132,0.0664,3.054,0.025,,,5.0252,0.0132,0.0665,3.047,0.013,,
05:03.9,5.0253,0.0132,0.0664,3.049,0.004,,,5.025,0.0132,0.0665,3.041,0.006,,
05:04.0,5.0254,0.0132,0.0664,3.056,0.724,0.017,27.9,5.0253,0.0132,0.0665,3.054,0.393,,
05:04.1,5.0252,0.0132,0.0665,3.025,0.006,,,5.0254,0.0132,0.0664,0.747,0.563,,
05:04.2,5.0252,0.0132,0.0664,3.015,0.004,,,5.0254,0.0132,0.0665,3.056,3.279,0.0182,27.9
05:04.3,5.0253,0.0132,0.0664,3.024,0.158,,,5.0254,0.0132,0.0665,3.034,0.245,,
05:04.4,5.0254,0.0132,0.0665,0.688,0.004,,,5.0254,0.0132,0.0665,0.274,0.014,,
05:04.5,5.0253,0.0132,0.0664,3.039,0.011,,,5.0254,0.0132,0.0665,3.039,0.661,,
05:04.6,5.0254,0.0132,0.0664,3.056,0.003,,,5.0254,0.0132,0.0666,3.042,0.009,,
05:04.7,5.0254,0.0132,0.0664,0.622,1.511,,,5.0254,0.0132,0.0664,3.043,0.004,,
05:04.8,5.0254,0.0132,0.0664,3.014,0.126,,,5.0254,0.0132,0.0665,3.046,0.007,,
05:04.9,5.0254,0.0132,0.0664,3.087,0.006,,,5.0254,0.0132,0.0665,0.69,0.628,,
05:05.0,5.0253,0.0132,0.0664,1.338,0.003,0.017,27.2,5.0253,0.0132,0.0664,3.041,1.217,,
05:05.1,5.0253,0.0133,0.0666,2.476,0.005,,,5.0252,0.0132,0.0664,3.03,0.896,,
05:05.2,5.0254,0.0133,0.0666,2.466,3.277,,,5.0253,0.0132,0.0664,3.043,0.008,0.0182,27.9
05:05.3,5.0254,0.0132,0.0665,3.041,0.013,,,5.0254,0.0132,0.0664,2.83,0.006,,
05:05.4,5.0252,0.0132,0.0664,3.047,0.006,,,5.0254,0.0132,0.0664,3.047,0.013,,
05:05.5,5.0254,0.0132,0.0665,3.067,0.003,,,5.0254,0.0132,0.0665,3.037,0.055,,
05:05.6,5.0254,0.0132,0.0664,3.035,0.01,,,5.0254,0.0132,0.0665,3.057,3.142,,
05:05.7,5.0254,0.0132,0.0664,3.056,0.03,,,5.0254,0.0132,0.0665,0.619,0.663,,
05:05.8,5.0253,0.0132,0.0664,3.002,0.003,,,5.0254,0.0132,0.0665,3.282,0.027,,
05:05.9,5.0253,0.0132,0.0664,3.165,0.006,,,5.0254,0.0132,0.0665,2.725,0.005,,
05:06.0,5.0254,0.0132,0.0665,3.107,2.669,0.017,27.6,5.0253,0.0132,0.0664,3.049,0.03,,
05:06.1,5.0254,0.0132,0.0665,3.039,0.016,,,5.0253,0.0132,0.0665,3.054,0.207,,
05:06.2,5.0254,0.0132,0.0665,3.048,0.004,,,5.0254,0.0132,0.0664,3.236,0.159,0.0182,27.4
05:06.3,5.0254,0.0132,0.0664,3.07,0.028,,,5.0254,0.0132,0.0664,3.047,0.018,,
05:06.4,5.0254,0.0132,0.0664,3.044,0.01,,,5.0254,0.0132,0.0664,0.039,0.03,,
05:06.5,5.0254,0.0132,0.0664,2.584,0.56,,,5.0254,0.0132,0.0666,0.649,0.013,,
05:06.6,5.0254,0.0132,0.0664,3.028,0.003,,,5.0254,0.0132,0.0665,3.054,0.009,,
05:06.7,5.0254,0.0132,0.0664,3.258,0.006,,,5.0254,0.0133,0.0667,3.019,2.396,,
05:06.8,5.0253,0.0132,0.0664,2.918,2.193,,,5.0254,0.0133,0.0666,3.05,0.015,,
05:06.9,5.0254,0.0132,0.0665,3.042,2.589,,,5.0254,0.0133,0.0666,3.272,0.027,,
05:07.0,5.0254,0.0132,0.0665,3.05,0.003,0.017,28,5.0254,0.0133,0.0667,3.057,0.004,,
05:07.1,5.0254,0.0133,0.0666,3.06,0.017,,,5.0254,0.0133,0.0667,3.057,0.008,,
05:07.2,5.0254,0.0133,0.0666,3.007,0.026,,,5.0254,0.0133,0.0667,3.034,0.006,0.0182,26.9
05:07.3,5.0254,0.0133,0.0667,3.045,0.019,,,5.0254,0.0132,0.0665,0.654,0.664,,
05:07.4,5.0254,0.0132,0.0664,0.845,0.023,,,5.0253,0.0132,0.0664,3.052,0.011,,
05:07.5,5.0254,0.0132,0.0665,3.185,0.012,,,5.0254,0.0132,0.0664,3.053,0.003,,
05:07.6,5.0254,0.0132,0.0665,2.932,0.253,,,5.0254,0.0132,0.0665,3.04,0.057,,
05:07.7,5.0254,0.0132,0.0665,3.04,0.005,,,5.0254,0.0132,0.0665,3.068,0.008,,
05:07.8,5.0254,0.0132,0.0664,3.048,0.003,,,5.0254,0.0132,0.0664,3.041,0.007,,
05:07.9,5.0254,0.0132,0.0664,3.046,2.992,,,5.0254,0.0132,0.0664,3.052,0.021,,
05:08.0,5.0254,0.0132,0.0665,3.049,0.007,0.017,27.7,5.0252,0.0132,0.0664,3.043,0.008,,
05:08.1,5.0254,0.0132,0.0664,3.064,0.005,,,5.0254,0.0132,0.0665,0.682,0.025,,
05:08.2,5.0254,0.0132,0.0664,2.149,0.025,,,5.0254,0.0132,0.0666,3.049,0.028,0.0183,26.9
05:08.3,5.0254,0.0132,0.0665,3.047,0.012,,,5.0254,0.0133,0.0666,0.045,0.006,,
05:08.4,5.0253,0.0132,0.0665,2.931,2.308,,,5.0254,0.0133,0.0666,2.768,0.004,,
05:08.5,5.0254,0.0132,0.0664,2.992,0.007,,,5.0254,0.0133,0.0666,3.062,0.004,,
05:08.6,5.0254,0.0132,0.0665,3.029,2.654,,,5.0254,0.0132,0.0666,3.024,0.006,,
05:08.7,5.0254,0.0132,0.0664,3.078,0.047,,,5.0253,0.0132,0.0664,1.873,3.296,,
05:08.8,5.0254,0.0132,0.0665,3.051,0.005,,,5.0249,0.0132,0.0665,3.089,0.019,,
05:08.9,5.0253,0.0132,0.0664,3.041,0.015,,,5.0245,0.0132,0.0665,3.053,0.032,,
05:09.0,5.0251,0.0132,0.0665,3.112,0.014,0.0171,27.6,5.0243,0.0132,0.0665,3.006,0.007,,
05:09.1,5.025,0.0132,0.0664,3.047,0.006,,,5.0243,0.0132,0.0665,0.495,0.007,,
05:09.2,5.0247,0.0132,0.0664,3.066,2.467,,,5.0245,0.0132,0.0665,3.016,0.003,0.0183,27.6
05:09.3,5.0248,0.0132,0.0665,3.056,0.021,,,5.0246,0.0132,0.0664,3.031,0.081,,
05:09.4,5.025,0.0132,0.0664,3.039,0.012,,,5.0248,0.0132,0.0664,3.022,0.007,,
05:09.5,5.0253,0.0132,0.0664,3.041,0.368,,,5.0249,0.0132,0.0664,3.05,0.63,,
05:09.6,5.0254,0.0132,0.0664,3.073,0.028,,,5.025,0.0132,0.0665,3.1,0.018,,
05:09.7,5.0254,0.0132,0.0665,3.021,0.008,,,5.0252,0.0132,0.0665,3.036,0.009,,
05:09.8,5.0254,0.0133,0.0666,1.715,0.014,,,5.0254,0.0132,0.0665,3.052,0.055,,
05:09.9,5.0254,0.0132,0.0665,3.077,0.012,,,5.0253,0.0132,0.0664,0.599,0.007,,
05:10.0,5.0254,0.0133,0.0666,3.081,0.078,0.0171,26.6,5.0253,0.0132,0.0664,3.031,0.006,,
05:10.1,5.0254,0.0132,0.0665,3.039,2.651,,,5.025,0.0132,0.0665,3.027,0.003,,
05:10.2,5.0253,0.0132,0.0664,3.043,0.003,,,5.025,0.0132,0.0665,3.034,0.006,0.0183,28.4
05:10.3,5.0253,0.0132,0.0664,3.034,0.012,,,5.0251,0.0132,0.0665,3.056,0.005,,
05:10.4,5.0254,0.0132,0.0664,3.038,0.18,,,5.0253,0.0132,0.0664,3.043,2.622,,
05:10.5,5.0254,0.0132,0.0664,3.037,0.087,,,5.0254,0.0132,0.0664,3.021,0.012,,
05:10.6,5.0253,0.0132,0.0664,0.842,0.004,,,5.0254,0.0132,0.0665,3.049,0.006,,
05:10.7,5.0254,0.0132,0.0665,0.608,0.005,,,5.0254,0.0132,0.0664,3.029,0.01,,
05:10.8,5.0254,0.0132,0.0666,3.031,0.005,,,5.0254,0.0132,0.0665,3.036,0.006,,
05:10.9,5.0254,0.0133,0.0667,3.066,3.295,,,5.0254,0.0132,0.0665,3.053,0.012,,
05:11.0,5.0254,0.0133,0.0666,3.047,0.004,0.0171,27.5,5.0254,0.0132,0.0664,2.986,0.007,,
05:11.1,5.0254,0.0132,0.0666,2.22,0.01,,,5.0254,0.0132,0.0665,3.037,0.008,,
05:11.2,5.0253,0.0132,0.0664,3.062,0.02,,,5.0254,0.0132,0.0664,3.098,0.016,0.0183,27.8
05:11.3,5.0253,0.0132,0.0664,3.027,0.031,,,5.0254,0.0132,0.0665,3.028,0.008,,
05:11.4,5.0254,0.0132,0.0665,0.752,0.004,,,5.0254,0.0132,0.0666,2.718,0.014,,
05:11.5,5.0253,0.0132,0.0664,3.064,0.011,,,5.0254,0.0132,0.0665,3.018,0.006,,
05:11.6,5.0254,0.0132,0.0664,3.032,0.561,,,5.0254,0.0132,0.0666,3.039,0.006,,
05:11.7,5.0254,0.0132,0.0664,3.042,0.007,,,5.0254,0.0132,0.0664,3.045,3.186,,
05:11.8,5.0253,0.0132,0.0664,3.118,0.005,,,5.0254,0.0132,0.0665,1.069,0.069,,
05:11.9,5.0254,0.0132,0.0665,3.077,0.017,,,5.0254,0.0132,0.0664,3.03,0.011,,
05:12.0,5.0254,0.0132,0.0664,3.202,2.431,0.0171,27.9,5.0252,0.0132,0.0664,3.094,0.017,,
05:12.1,5.0254,0.0132,0.0664,3.053,0.007,,,5.0253,0.0132,0.0665,3.038,0.036,,
05:12.2,5.0254,0.0132,0.0664,0.691,0.005,,,5.0252,0.0132,0.0664,3.046,0.003,0.0183,27.8
05:12.3,5.0254,0.0132,0.0664,3.002,0.009,,,5.0251,0.0132,0.0664,3.048,0.009,,
05:12.4,5.0254,0.0132,0.0665,3.028,0.097,,,5.0251,0.0132,0.0664,3.084,0.006,,
05:12.5,5.0254,0.0132,0.0665,1.905,0.024,,,5.0252,0.0132,0.0664,3.04,0.008,,
05:12.6,5.0254,0.0132,0.0664,2.681,0.005,,,5.0253,0.0132,0.0665,2.627,0.023,,
05:12.7,5.0254,0.0132,0.0665,3.05,0.004,,,5.0253,0.0132,0.0665,0.616,0.007,,
05:12.8,5.0254,0.0132,0.0664,3.046,2.196,,,5.0254,0.0132,0.0664,3.052,2.818,,
05:12.9,5.0254,0.0132,0.0665,3.015,0.003,,,5.0254,0.0132,0.0664,1.02,0.024,,
05:13.0,5.0254,0.0132,0.0664,3.079,0.587,0.0171,28.4,5.0254,0.0132,0.0664,3.048,0.008,,
05:13.1,5.0253,0.0132,0.0665,3.049,0.032,,,5.0254,0.0132,0.0665,1.072,0.037,,
05:13.2,5.0254,0.0132,0.0665,3.177,0.006,,,5.0254,0.0132,0.0664,3.05,0.007,0.0183,27.7
05:13.3,5.0254,0.0133,0.0666,3.02,0.004,,,5.0254,0.0132,0.0665,3.048,0.012,,
05:13.4,5.0254,0.0132,0.0665,3.063,0.008,,,5.0254,0.0132,0.0665,0.637,0.02,,
05:13.5,5.0254,0.0132,0.0664,3.021,0.006,,,5.0254,0.0132,0.0666,3.042,0.031,,
05:13.6,5.0254,0.0132,0.0664,3.04,2.589,,,5.0254,0.0132,0.0665,3.102,0.013,,
05:13.7,5.0254,0.0133,0.0666,3.054,2.455,,,5.0253,0.0132,0.0664,3.011,0.01,,
05:13.8,5.0254,0.0132,0.0666,3.038,0.008,,,5.025,0.0132,0.0664,3.033,0.003,,
05:13.9,5.0254,0.0132,0.0664,0.688,0.005,,,5.0247,0.0132,0.0664,3.053,0.015,,
05:14.0,5.0254,0.0132,0.0665,3.047,0.029,0.0171,27.6,5.0248,0.0132,0.0664,3.026,0.006,,
05:14.1,5.0252,0.0132,0.0664,3.012,0.025,,,5.0248,0.0132,0.0664,3.043,0.015,,
