time,Vbus(V),Ibus(A),Power(W),Vd+(V),Vd-(V),energy(Wh),temperature(��),,,,,,,
01:57.2,5.0254,0.0132,0.0664,2.678,0.104,,,5.0254,0.0132,0.0665,3.056,0.032,,
01:57.3,5.0254,0.0132,0.0665,3.047,1.217,,,5.0254,0.0132,0.0664,3.028,0.008,0.0147,27.9
01:57.4,5.0254,0.0132,0.0665,0.631,1.302,,,5.0254,0.0132,0.0665,3.035,0.004,,
01:57.5,5.0254,0.0132,0.0664,3.051,2.491,,,5.0253,0.0133,0.0666,3.037,0.008,,
01:57.6,5.0254,0.0132,0.0665,3.085,0.006,,,5.0253,0.0132,0.0665,3.04,0.007,,
01:57.7,5.0254,0.0133,0.0666,3.068,2.634,,,5.0254,0.0132,0.0664,3.03,0.049,,
01:57.8,5.0254,0.0132,0.0665,3.046,0.014,,,5.0254,0.0132,0.0664,3.027,0.009,,
01:57.9,5.0254,0.0132,0.0665,3.1,0.007,,,5.0254,0.0132,0.0664,3.044,0.007,,
01:57.0,5.0254,0.0132,0.0665,2.253,2.511,,,5.0253,0.0132,0.0665,3.042,0.009,,
01:58.1,5.0254,0.0132,0.0665,3.063,2.657,0.0135,28.3,5.0254,0.0132,0.0665,3.07,0.13,,
01:58.2,5.0254,0.0132,0.0664,3.024,0.011,,,5.0253,0.0132,0.0664,3.049,1.107,,
01:58.3,5.0254,0.0132,0.0665,2.463,0.521,,,5.0253,0.0132,0.0664,3.049,0.008,0.0147,27.6
01:58.4,5.0254,0.0132,0.0664,3.271,0.013,,,5.0252,0.0132,0.0664,3.037,0.003,,
01:58.5,5.0254,0.0132,0.0664,3.022,0.004,,,5.0254,0.0132,0.0665,3.033,0.008,,
01:58.6,5.0254,0.0132,0.0664,3.046,0.004,,,5.0254,0.0132,0.0664,3.043,0.028,,
01:58.7,5.0254,0.0132,0.0665,2.488,0.006,,,5.0254,0.0132,0.0664,3.045,0.028,,
01:58.8,5.0254,0.0132,0.0664,0.22,2.255,,,5.0254,0.0132,0.0666,3.047,0.013,,
01:58.9,5.0254,0.0132,0.0664,3.063,0.1,,,5.0254,0.0132,0.0664,3.044,0.079,,
01:58.0,5.0254,0.0132,0.0665,3.043,0.018,,,5.0254,0.0132,0.0664,3.039,0.007,,
01:59.1,5.0251,0.0132,0.0664,3.047,0.527,0.0135,28,5.0254,0.0132,0.0664,3.024,0.007,,
01:59.2,5.0251,0.0132,0.0664,2.723,0.006,,,5.0254,0.0132,0.0665,2.612,0.038,,
01:59.3,5.0252,0.0132,0.0665,3.027,2.246,,,5.0254,0.0132,0.0664,2.697,0.012,0.0148,27.7
01:59.4,5.0252,0.0132,0.0665,3.054,0.004,,,5.0254,0.0132,0.0664,3.059,0.008,,
01:59.5,5.0254,0.0132,0.0665,2.985,0.006,,,5.0253,0.0132,0.0665,3.032,0.011,,
01:59.6,5.0254,0.0132,0.0666,3.049,0.01,,,5.0253,0.0132,0.0665,3.044,0.013,,
01:59.7,5.0254,0.0132,0.0665,3.052,0.025,,,5.0254,0.0132,0.0665,3.046,0.014,,
01:59.8,5.0254,0.0132,0.0665,3.044,0.014,,,5.0254,0.0132,0.0664,3.046,0.007,,
01:59.9,5.0254,0.0132,0.0664,0.688,0.124,,,5.0254,0.0132,0.0665,3.071,0.14,,
01:59.0,5.0254,0.0132,0.0665,3.044,0.006,,,5.0254,0.0132,0.0664,3.037,0.014,,
02:00.1,5.0254,0.0132,0.0665,3.034,0.099,0.0136,28,5.0254,0.0132,0.0665,3.031,0.004,,
02:00.2,5.0254,0.0132,0.0665,3.056,0.012,,,5.0254,0.0132,0.0666,3.023,0.034,,
02:00.3,5.0251,0.0132,0.0665,2.65,0.007,,,5.0254,0.0132,0.0665,3.119,0.014,0.0148,27.4
02:00.4,5.025,0.0132,0.0665,2.764,0.025,,,5.0254,0.0132,0.0664,3.034,0.004,,
02:00.5,5.0252,0.0132,0.0664,3.06,0.004,,,5.0254,0.0132,0.0665,3.029,0.005,,
02:00.6,5.0253,0.0132,0.0664,3.031,0.005,,,5.0254,0.0133,0.0666,3.047,0.013,,
02:00.7,5.0254,0.0132,0.0664,3.07,0.015,,,5.0254,0.0132,0.0665,3.027,0.008,,
02:00.8,5.0253,0.0132,0.0664,3.026,0.007,,,5.0254,0.0132,0.0665,3.07,0.134,,
02:00.9,5.0253,0.0132,0.0665,2.943,0.006,,,5.0254,0.0132,0.0665,2.935,0.011,,
02:00.0,5.0254,0.0132,0.0664,3.037,0.004,,,5.0254,0.0132,0.0664,3.043,0.016,,
02:01.1,5.0254,0.0132,0.0664,3.045,0.003,0.0136,27.8,5.0254,0.0132,0.0664,3.107,2.175,,
02:01.2,5.0254,0.0132,0.0664,3.008,0.007,,,5.0254,0.0132,0.0664,3.049,0.003,,
02:01.3,5.0254,0.0132,0.0664,3.044,0.013,,,5.0254,0.0132,0.0666,2.931,0.005,0.0148,28.2
02:01.4,5.0254,0.0132,0.0664,3.046,0.014,,,5.0254,0.0133,0.0666,3.056,0.015,,
02:01.5,5.0254,0.0132,0.0664,3.033,0.015,,,5.0254,0.0133,0.0667,3.058,0.008,,
02:01.6,5.0254,0.0132,0.0665,3.194,0.635,,,5.0254,0.0132,0.0665,3.079,2.835,,
02:01.7,5.0254,0.0133,0.0666,3.045,0.007,,,5.0254,0.0133,0.0667,3.032,0.005,,
02:01.8,5.0254,0.0132,0.0665,2.985,0.006,,,5.0254,0.0133,0.0666,3.063,0.005,,
02:01.9,5.0254,0.0132,0.0664,3.033,0.004,,,5.0255,0.0133,0.0667,3.056,2.657,,
02:01.0,5.0254,0.0132,0.0666,2.503,0.006,,,5.0254,0.0133,0.0668,3.052,0.139,,
02:02.1,5.0254,0.0132,0.0666,3.233,0.318,0.0136,27.3,5.0254,0.0133,0.0668,2.601,0.012,,
02:02.2,5.0254,0.0132,0.0665,3.045,0.02,,,5.0254,0.0132,0.0665,3.034,0.005,,
02:02.3,5.0254,0.0132,0.0664,3.055,0.01,,,5.0254,0.0132,0.0664,3.076,0.003,0.0148,27.5
02:02.4,5.0254,0.0132,0.0665,3.235,0.521,,,5.0254,0.0132,0.0665,3.025,0.004,,
02:02.5,5.0254,0.0132,0.0665,2.112,0.012,,,5.0254,0.0132,0.0665,3.075,0.005,,
02:02.6,5.0254,0.0132,0.0664,3.071,0.005,,,5.0255,0.0132,0.0664,3.064,0.004,,
02:02.7,5.0254,0.0132,0.0665,3.034,0.004,,,5.0254,0.0132,0.0665,2.892,0.013,,
02:02.8,5.0254,0.0132,0.0664,3.215,0.012,,,5.0254,0.0133,0.0666,3.019,0.012,,
02:02.9,5.0254,0.0132,0.0665,3.045,0.643,,,5.0254,0.0132,0.0665,3.076,0.545,,
02:02.0,5.0254,0.0132,0.0664,3.054,2.187,,,5.0254,0.0132,0.0664,2.976,0.004,,
02:03.1,5.0254,0.0133,0.0666,0.617,0.005,0.0136,27.9,5.0254,0.0132,0.0664,2.536,0.633,,
02:03.2,5.0254,0.0133,0.0666,1.044,0.141,,,5.0252,0.0133,0.067,1.128,0.006,,
02:03.3,5.0252,0.0133,0.0666,3.028,0.012,,,5.0252,0.0134,0.0674,2.985,0.015,0.0148,27.7
02:03.4,5.025,0.0133,0.0667,3.068,0.005,,,5.0249,0.0134,0.0672,2.53,0.012,,
02:03.5,5.0251,0.0133,0.0668,3.024,0.004,,,5.0252,0.0134,0.0672,3.034,2.375,,
02:03.6,5.0252,0.0133,0.0668,3.03,0.007,,,5.0254,0.0134,0.0671,3.018,0.004,,
02:03.7,5.0254,0.0133,0.0668,2.571,0.005,,,5.0254,0.0133,0.067,3.044,0.013,,
02:03.8,5.0254,0.0133,0.0667,3.047,0.026,,,5.0254,0.0134,0.0671,3.08,0.162,,
02:03.9,5.0254,0.0133,0.0668,3.061,0.012,,,5.0254,0.0133,0.0669,3.024,0.025,,
02:03.0,5.0252,0.0133,0.0669,3.123,0.034,,,5.0254,0.0133,0.067,3.034,0.008,,
02:04.1,5.025,0.0133,0.0668,3.042,0.012,0.0136,27.9,5.0254,0.0133,0.067,3.072,0.519,,
02:04.2,5.0249,0.0133,0.0667,1.302,0.006,,,5.0253,0.0133,0.0669,3.045,0.026,,
02:04.3,5.025,0.0133,0.0667,3.023,0.02,,,5.0254,0.0133,0.0668,0.696,0.031,0.0149,28.2
02:04.4,5.0253,0.0133,0.0668,3.059,0.003,,,5.0254,0.0133,0.0668,2.983,0.004,,
02:04.5,5.0254,0.0133,0.0668,2.878,1.851,,,5.0254,0.0133,0.0667,3.032,0.024,,
02:04.6,5.0254,0.0133,0.0667,3.044,0.005,,,5.0254,0.0133,0.0668,3.073,0.004,,
02:04.7,5.0254,0.0133,0.0666,3.053,0.003,,,5.0254,0.0133,0.0667,3.044,0.025,,
02:04.8,5.0254,0.0132,0.0665,1.159,0.048,,,5.0254,0.0132,0.0666,3.048,0.004,,
02:04.9,5.0254,0.0132,0.0666,0.811,0.007,,,5.0254,0.0132,0.0666,3.03,2.258,,
02:04.0,5.0254,0.0133,0.0666,3.035,0.009,,,5.0254,0.0132,0.0664,2.485,0.013,,
02:05.1,5.0254,0.0134,0.0673,3.027,0.019,0.0137,28.1,5.0254,0.0132,0.0664,3.068,0.03,,
02:05.2,5.0254,0.0133,0.0671,3.024,0.643,,,5.0254,0.0132,0.0665,3.046,1.12,,
02:05.3,5.0254,0.0134,0.0672,3.044,1.677,,,5.0254,0.0132,0.0665,3.039,0.008,0.0149,28.3
02:05.4,5.0252,0.0134,0.0671,3.041,0.018,,,5.0254,0.0132,0.0665,2.893,0.004,,
02:05.5,5.0253,0.0134,0.0671,3.03,0.033,,,5.0254,0.0132,0.0665,3.04,0.009,,
02:05.6,5.0253,0.0134,0.0672,0.886,0.074,,,5.0254,0.0132,0.0664,3.053,0.097,,
02:05.7,5.0253,0.0134,0.0672,3.034,0.007,,,5.0254,0.0132,0.0665,3.071,0.007,,
02:05.8,5.0254,0.0134,0.0672,3.061,0.013,,,5.0254,0.0132,0.0665,1.513,0.01,,
02:05.9,5.0253,0.0134,0.0671,1.252,0.009,,,5.0254,0.0132,0.0665,3.016,0.008,,
02:05.0,5.0254,0.0134,0.0671,3.019,0.046,,,5.0254,0.0132,0.0665,3.029,1.927,,
02:06.1,5.0254,0.0134,0.0672,3.016,0.022,0.0137,28.6,5.0254,0.0132,0.0664,3.037,1.685,,
02:06.2,5.0254,0.0133,0.067,3.038,0.01,,,5.0254,0.0132,0.0665,0.123,0.011,,
02:06.3,5.0254,0.0133,0.067,3.044,0.009,,,5.0254,0.0132,0.0666,0.666,0.003,0.0149,27.6
02:06.4,5.0254,0.0133,0.0669,3.038,0.023,,,5.0254,0.0132,0.0664,3.067,0.02,,
02:06.5,5.0254,0.0133,0.0669,2.853,0.025,,,5.0254,0.0132,0.0665,3.043,0.003,,
02:06.6,5.0254,0.0133,0.0669,3.021,0.008,,,5.0249,0.0132,0.0665,2.579,0.005,,
02:06.7,5.0254,0.0133,0.0669,3.043,3.288,,,5.0245,0.0132,0.0664,2.484,0.012,,
02:06.8,5.0254,0.0133,0.0669,3.033,2.692,,,5.0244,0.0132,0.0664,3.082,0.004,,
02:06.9,5.0254,0.0133,0.0668,3.037,0.009,,,5.0245,0.0132,0.0664,3.026,0.005,,
02:06.0,5.0254,0.0133,0.0667,3.253,0.011,,,5.0246,0.0132,0.0665,3.04,0.009,,
02:07.1,5.0254,0.0132,0.0666,3.039,0.012,0.0137,27.9,5.0248,0.0132,0.0664,3.066,0.006,,
02:07.2,5.0254,0.0133,0.0667,0.655,0.005,,,5.0249,0.0132,0.0665,3.049,0.019,,
02:07.3,5.0254,0.0132,0.0666,3.031,0.035,,,5.0248,0.0132,0.0664,3.05,0.003,0.0149,27.5
02:07.4,5.0254,0.0132,0.0665,3.033,0.012,,,5.0251,0.0132,0.0664,1.493,0.374,,
02:07.5,5.0254,0.0132,0.0665,3.139,0.007,,,5.0254,0.0132,0.0665,0.734,0.011,,
02:07.6,5.0254,0.0132,0.0665,3.021,0.338,,,5.0254,0.0132,0.0664,2.57,0.005,,
02:07.7,5.0254,0.0132,0.0666,3.052,0.033,,,5.0252,0.0132,0.0665,3.003,0.015,,
02:07.8,5.0254,0.0132,0.0664,3.064,0.003,,,5.025,0.0132,0.0664,3.051,0.627,,
02:07.9,5.0254,0.0132,0.0664,3.043,0.014,,,5.0248,0.0132,0.0665,3.117,0.005,,
02:07.0,5.0254,0.0132,0.0664,3.055,0.019,,,5.0249,0.0132,0.0665,3.02,0.018,,
02:08.1,5.0254,0.0132,0.0664,3.059,0.027,0.0137,27.8,5.0251,0.0133,0.0666,3.036,0.003,,
02:08.2,5.0254,0.0132,0.0664,2.509,0.006,,,5.0251,0.0132,0.0665,3.027,0.006,,
02:08.3,5.0254,0.0132,0.0664,3.064,0.015,,,5.025,0.0132,0.0664,2.569,0.004,0.0149,27.5
02:08.4,5.0254,0.0132,0.0664,3.03,0.018,,,5.0249,0.0132,0.0664,3.064,0.006,,
02:08.5,5.0254,0.0132,0.0664,3.048,0.012,,,5.0249,0.0132,0.0664,3.045,2.656,,
02:08.6,5.0254,0.0132,0.0664,3.24,0.018,,,5.0251,0.0132,0.0664,3.185,0.012,,
02:08.7,5.0254,0.0132,0.0664,3.069,0.015,,,5.0254,0.0132,0.0664,3.064,0.467,,
02:08.8,5.0254,0.0132,0.0665,3.247,0.004,,,5.0254,0.0132,0.0665,3.027,0.019,,
02:08.9,5.0254,0.0132,0.0664,2.397,0.01,,,5.0254,0.0132,0.0664,3.042,0.132,,
02:08.0,5.0251,0.0132,0.0664,3.051,0.011,,,5.0254,0.0132,0.0665,3.058,0.303,,
02:09.1,5.025,0.0132,0.0665,3.059,0.011,0.0137,27.6,5.0254,0.0132,0.0664,2.58,0.004,,
02:09.2,5.025,0.0132,0.0665,2.384,0.006,,,5.0254,0.0132,0.0665,2.572,0.011,,
02:09.3,5.0252,0.0132,0.0665,3.032,0.021,,,5.0254,0.0132,0.0665,3.034,0.015,0.0149,27.7
02:09.4,5.0254,0.0132,0.0664,2.46,0.013,,,5.0254,0.0132,0.0664,3.2,0.005,,
02:09.5,5.0254,0.0132,0.0665,3.057,0.007,,,5.0254,0.0132,0.0664,2.642,0.019,,
02:09.6,5.0254,0.0132,0.0664,3.052,0.003,,,5.0253,0.0132,0.0664,3.043,0.017,,
02:09.7,5.0254,0.0132,0.0666,3.055,0.01,,,5.0253,0.0132,0.0665,3.047,0.033,,
02:09.8,5.0254,0.0132,0.0664,3.085,0.006,,,5.0254,0.0132,0.0665,1.851,0.369,,
02:09.9,5.0254,0.0132,0.0664,3.039,0.008,,,5.0254,0.0132,0.0664,0.96,0.012,,
02:09.0,5.0254,0.0132,0.0665,3.031,0.006,,,5.0254,0.0132,0.0665,3.028,0.007,,
02:10.1,5.0254,0.0132,0.0664,3.05,0.012,0.0137,28,5.0254,0.0132,0.0664,3.047,1.493,,
02:10.2,5.0253,0.0132,0.0665,2.453,0.006,,,5.0254,0.0132,0.0664,3.135,0.005,,
02:10.3,5.0252,0.0132,0.0665,3.045,0.009,,,5.0254,0.0132,0.0665,1.909,0.014,0.015,28.2
02:10.4,5.0254,0.0133,0.0667,3.038,0.604,,,5.0254,0.0132,0.0665,3.056,0.004,,
02:10.5,5.0254,0.0132,0.0665,2.689,0.012,,,5.0254,0.0132,0.0665,3.037,0.003,,
02:10.6,5.0254,0.0133,0.0666,2.744,0.383,,,5.0254,0.0133,0.0666,3.027,0.007,,
02:10.7,5.0254,0.0132,0.0665,3.04,0.008,,,5.0253,0.0132,0.0665,3.006,0.007,,
02:10.8,5.0254,0.0133,0.0666,3.017,0.006,,,5.0254,0.0133,0.0666,2.793,0.014,,
02:10.9,5.0254,0.0132,0.0665,3.192,0.01,,,5.0254,0.0133,0.0666,3.049,1.36,,
02:10.0,5.0254,0.0132,0.0664,3.033,0.01,,,5.0254,0.0132,0.0666,3.166,0.013,,
02:11.1,5.0254,0.0132,0.0664,3.068,0.004,0.0138,28.2,5.0254,0.0132,0.0666,3.048,0.436,,
02:11.2,5.0254,0.0132,0.0664,3.031,0.004,,,5.0254,0.0132,0.0665,3.045,0.025,,
02:11.3,5.0254,0.0132,0.0664,3.034,1.059,,,5.0254,0.0132,0.0665,3.049,0.061,0.015,28.2
02:11.4,5.0254,0.0132,0.0664,3.047,0.027,,,5.0254,0.0132,0.0665,1.478,0.011,,
02:11.5,5.0254,0.0132,0.0665,3.062,0.005,,,5.0254,0.0133,0.0666,0.783,0.012,,
02:11.6,5.0254,0.0132,0.0664,2.92,0.004,,,5.0254,0.0132,0.0666,0.693,0.015,,
02:11.7,5.0254,0.0132,0.0665,3.057,0.02,,,5.0254,0.0132,0.0665,3.057,0.012,,
02:11.8,5.0254,0.0132,0.0664,2.991,0.018,,,5.0254,0.0132,0.0665,0.362,0.006,,
02:11.9,5.0254,0.0132,0.0665,3.073,0.006,,,5.0254,0.0132,0.0664,3.048,0.248,,
02:11.0,5.0253,0.0132,0.0665,3.035,0.011,,,5.0254,0.0132,0.0665,3.061,0.006,,
02:12.1,5.0254,0.0133,0.0666,3.005,1.49,0.0138,28.1,5.0254,0.0132,0.0665,3.033,0.004,,
02:12.2,5.0254,0.0132,0.0665,3.042,0.013,,,5.0254,0.0132,0.0664,3.042,0.008,,
02:12.3,5.0254,0.0132,0.0665,3.033,0.005,,,5.0254,0.0133,0.0666,3.193,0.012,0.015,28
02:12.4,5.0254,0.0132,0.0664,3.028,0.009,,,5.0254,0.0133,0.0666,3.044,0.006,,
02:12.5,5.0254,0.0132,0.0665,3.061,0.021,,,5.0254,0.0132,0.0665,3.03,0.003,,
02:12.6,5.0254,0.0132,0.0664,3.207,0.01,,,5.0254,0.0132,0.0664,3.03,0.004,,
02:12.7,5.0254,0.0132,0.0664,3.051,0.005,,,5.0254,0.0132,0.0664,3.046,0.01,,
02:12.8,5.0254,0.0132,0.0664,3.035,0.013,,,5.0254,0.0132,0.0664,3.048,0.007,,
02:12.9,5.0254,0.0132,0.0664,3.037,0.162,,,5.0254,0.0132,0.0665,3.028,0.003,,
02:12.0,5.0254,0.0132,0.0664,3.041,0.013,,,5.0254,0.0132,0.0665,3.033,0.007,,
02:13.1,5.0254,0.0132,0.0664,2.985,0.011,0.0138,28.5,5.0254,0.0132,0.0666,3.114,0.005,,
02:13.2,5.0254,0.0132,0.0665,0.175,0.005,,,5.0253,0.0132,0.0665,3.035,0.027,,
02:13.3,5.0254,0.0132,0.0666,1.686,1.884,,,5.0251,0.0132,0.0664,3.019,0.003,0.015,28.3
02:13.4,5.0254,0.0132,0.0665,3.033,0.011,,,5.0251,0.0132,0.0664,3.037,3.288,,
02:13.5,5.0254,0.0132,0.0665,3.05,0.014,,,5.0254,0.0132,0.0665,0.149,0.015,,
02:13.6,5.0252,0.0132,0.0665,3.054,0.02,,,5.0254,0.0132,0.0666,3.055,0.016,,
02:13.7,5.0254,0.0132,0.0664,3.039,2.506,,,5.0254,0.0132,0.0665,3.034,0.003,,
02:13.8,5.0254,0.0132,0.0664,3.071,0.015,,,5.0254,0.0132,0.0665,3.037,0.009,,
02:13.9,5.0254,0.0132,0.0665,3.025,0.605,,,5.0254,0.0132,0.0665,3.067,0.029,,
02:13.0,5.0254,0.0132,0.0665,0.976,0.01,,,5.0254,0.0132,0.0665,3.037,0.008,,
02:14.1,5.0253,0.0132,0.0666,0.618,0.312,0.0138,28.1,5.0254,0.0132,0.0665,3.031,0.002,,
02:14.2,5.0251,0.0132,0.0664,3.036,0.006,,,5.0254,0.0132,0.0664,3.019,0.032,,
02:14.3,5.0254,0.0132,0.0664,2.557,0.006,,,5.0254,0.0132,0.0664,0.346,0.023,0.015,27.8
02:14.4,5.0254,0.0132,0.0665,3.041,0.006,,,5.0254,0.0132,0.0665,3.042,0.008,,
02:14.5,5.0254,0.0132,0.0664,3.036,2.662,,,5.0253,0.0132,0.0664,3.028,0.004,,
02:14.6,5.0254,0.0132,0.0665,3.028,0.659,,,5.0254,0.0132,0.0665,3.038,0.008,,
02:14.7,5.0254,0.0132,0.0665,3.054,0.01,,,5.0254,0.0132,0.0665,0.757,0.007,,
02:14.8,5.0254,0.0132,0.0665,2.005,0.018,,,5.0254,0.0132,0.0666,3.051,0.018,,
02:14.9,5.0254,0.0132,0.0665,3.056,0.018,,,5.0254,0.0132,0.0666,3.114,0.003,,
02:14.0,5.0254,0.0132,0.0664,3.024,0.662,,,5.0254,0.0132,0.0665,3.12,0.015,,
02:15.1,5.0254,0.0132,0.0665,3.017,0.005,0.0138,28.4,5.0254,0.0133,0.0667,3.055,0.424,,
02:15.2,5.0254,0.0132,0.0665,3.035,0.012,,,5.0254,0.0133,0.0669,3.047,0.01,,
02:15.3,5.0254,0.0132,0.0664,3.046,0.016,,,5.0254,0.0133,0.0668,3.049,0.043,0.0151,28.1
02:15.4,5.0253,0.0132,0.0665,3.088,0.022,,,5.0254,0.0133,0.0668,3.041,0.007,,
02:15.5,5.025,0.0132,0.0664,3.042,2.653,,,5.0254,0.0133,0.0668,2.465,2.465,,
02:15.6,5.0248,0.0132,0.0665,0.702,0.015,,,5.0254,0.0133,0.0668,2.927,0.007,,
02:15.7,5.0251,0.0132,0.0664,3.051,0.015,,,5.0254,0.0133,0.0669,3.025,0.002,,
02:15.8,5.0253,0.0132,0.0664,3.04,0.003,,,5.0254,0.0133,0.067,2.501,0.017,,
02:15.9,5.0254,0.0132,0.0664,3.001,0.008,,,5.0254,0.0133,0.067,3.03,2.242,,
02:15.0,5.0254,0.0132,0.0664,3.04,0.013,,,5.0254,0.0133,0.0671,3.05,0.657,,
02:16.1,5.0253,0.0132,0.0665,3.048,0.162,0.0139,28.1,5.0254,0.0133,0.0669,3.047,0.014,,
02:16.2,5.0254,0.0132,0.0666,3.058,0.636,,,5.0254,0.0133,0.0669,3.271,0.007,,
02:16.3,5.0254,0.0132,0.0664,3.179,0.511,,,5.0254,0.0133,0.0671,3.106,0.004,0.0151,27.5
02:16.4,5.0254,0.0132,0.0664,3.037,0.016,,,5.0254,0.0133,0.067,0.691,0.01,,
02:16.5,5.0254,0.0132,0.0665,3.027,0.048,,,5.0254,0.0134,0.0672,3.042,0.003,,
02:16.6,5.0254,0.0132,0.0664,3.041,0.003,,,5.0254,0.0134,0.0672,3.027,0.021,,
02:16.7,5.0254,0.0132,0.0664,3.035,0.005,,,5.0255,0.0134,0.0673,3.074,0.539,,
02:16.8,5.0254,0.0132,0.0665,3.039,0.018,,,5.0254,0.0134,0.0671,3.049,0.305,,
02:16.9,5.0254,0.0132,0.0665,3.059,0.004,,,5.0254,0.0133,0.0671,3.054,0.022,,
02:16.0,5.0254,0.0132,0.0664,3.07,0.013,,,5.0254,0.0134,0.0672,3.028,0.004,,
02:17.1,5.0254,0.0132,0.0664,3.038,0.468,0.0139,28.4,5.0254,0.0134,0.0673,3.033,0.478,,
02:17.2,5.0254,0.0132,0.0665,2.438,0.804,,,5.0253,0.0134,0.0673,3.056,2.571,,
02:17.3,5.0254,0.0132,0.0665,3.009,0.004,,,5.0254,0.0134,0.0673,3.037,0.004,0.0151,27.5
02:17.4,5.0254,0.0132,0.0664,3.06,0.13,,,5.0254,0.0134,0.0673,3.028,0.004,,
02:17.5,5.0254,0.0132,0.0665,0.574,0.006,,,5.0254,0.0134,0.0671,3.027,0.009,,
02:17.6,5.0254,0.0132,0.0664,3.049,0.01,,,5.0254,0.0134,0.0673,3.043,0.314,,
02:17.7,5.0254,0.0133,0.0666,3.055,0.007,,,5.0254,0.0134,0.0674,3.055,2.037,,
02:17.8,5.0254,0.0132,0.0664,3.055,0.017,,,5.0254,0.0134,0.0672,3.061,0.004,,
02:17.9,5.0253,0.0132,0.0664,2.56,0.135,,,5.0254,0.0134,0.0672,3.101,0.008,,
02:17.0,5.0254,0.0132,0.0664,3.055,0.016,,,5.0254,0.0134,0.0672,3.143,0.006,,
02:18.1,5.0254,0.0133,0.0666,3.049,0.015,0.0139,28.1,5.0254,0.0134,0.0672,0.274,0.036,,
02:18.2,5.0254,0.0133,0.0667,3.058,0.014,,,5.0253,0.0134,0.0671,3.054,0.011,,
02:18.3,5.0254,0.0132,0.0666,3.047,0.012,,,5.0252,0.0133,0.0668,3.045,0.013,0.0151,27.9
02:18.4,5.0254,0.0132,0.0664,2.476,2.631,,,5.025,0.0133,0.0668,3.04,0.413,,
02:18.5,5.0254,0.0132,0.0664,3.039,0.008,,,5.025,0.0133,0.0668,3.041,2.72,,
02:18.6,5.0254,0.0132,0.0666,0.61,2.615,,,5.0253,0.0133,0.0667,3.052,0.004,,
02:18.7,5.0254,0.0132,0.0666,3.053,0.01,,,5.0254,0.0133,0.0667,3.029,0.035,,
02:18.8,5.0254,0.0132,0.0664,2.884,0.327,,,5.0254,0.0133,0.0667,3.26,0.005,,
02:18.9,5.0254,0.0132,0.0664,3.036,2.726,,,5.0254,0.0133,0.0666,3.053,0.028,,
02:18.0,5.0254,0.0132,0.0664,3.036,0.005,,,5.0254,0.0132,0.0665,2.488,0.014,,
02:19.1,5.0254,0.0132,0.0664,3.188,2.434,0.0139,27.5,5.0254,0.0132,0.0665,3.043,0.008,,
02:19.2,5.0252,0.0132,0.0666,3.073,0.006,,,5.0254,0.0132,0.0665,2.921,0.01,,
02:19.3,5.0253,0.0133,0.0666,3.045,0.007,,,5.0254,0.0132,0.0664,1.112,0.038,0.0151,27.6
02:19.4,5.0254,0.0132,0.0665,3.061,0.024,,,5.0254,0.0132,0.0664,3.05,0.004,,
02:19.5,5.0254,0.0132,0.0665,3.046,0.01,,,5.0253,0.0132,0.0665,3.032,0.008,,
02:19.6,5.0254,0.0132,0.0665,2.323,0.527,,,5.0253,0.0132,0.0664,0.687,0.005,,
02:19.7,5.0254,0.0133,0.0666,3.045,0.22,,,5.0254,0.0132,0.0664,3.017,0.028,,
02:19.8,5.0254,0.0132,0.0665,3.065,0.021,,,5.0254,0.0132,0.0664,2.459,0.012,,
02:19.9,5.0254,0.0132,0.0664,3.043,0.008,,,5.0254,0.0132,0.0664,3.062,0.003,,
02:19.0,5.0254,0.0132,0.0665,3.02,0.007,,,5.0254,0.0132,0.0665,2.977,0.014,,
02:20.1,5.0254,0.0132,0.0664,3.052,0.008,0.0139,28.2,5.0254,0.0132,0.0665,3.025,0.008,,
02:20.2,5.0254,0.0132,0.0664,3.04,0.027,,,5.0254,0.0132,0.0665,3.023,0.004,,
02:20.3,5.0254,0.0132,0.0664,3.028,1.54,,,5.0254,0.0132,0.0665,0.261,0.009,0.0152,27.7
02:20.4,5.0254,0.0132,0.0664,0.287,0.664,,,5.0254,0.0132,0.0665,2.95,0.004,,
02:20.5,5.0254,0.0132,0.0665,3.027,0.011,,,5.0253,0.0132,0.0664,3.232,0.004,,
02:20.6,5.0254,0.0132,0.0664,3.058,0.022,,,5.0254,0.0132,0.0665,3.03,2.521,,
02:20.7,5.0254,0.0132,0.0664,3.038,0.015,,,5.0254,0.0132,0.0666,2.547,0.005,,
02:20.8,5.0254,0.0132,0.0664,3.007,0.016,,,5.0254,0.0132,0.0664,3.044,1.919,,
02:20.9,5.0254,0.0132,0.0665,3.051,2.841,,,5.0254,0.0132,0.0664,3.053,0.009,,
02:20.0,5.0254,0.0132,0.0664,3.041,0.004,,,5.0254,0.0132,0.0665,3.052,0.004,,
02:21.1,5.0254,0.0132,0.0664,3.04,0.012,0.014,28.2,5.0254,0.0132,0.0664,3.044,0.025,,
02:21.2,5.0254,0.0132,0.0664,0.611,2.529,,,5.0253,0.0132,0.0665,3.045,0.663,,
02:21.3,5.0254,0.0133,0.0666,3.192,0.669,,,5.0253,0.0132,0.0664,3.012,0.011,0.0152,27.7
02:21.4,5.0254,0.0132,0.0664,3.026,0.004,,,5.0254,0.0132,0.0665,3.033,0.005,,
